id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
614,who was the dragon king of the sea ?,explicit,"long , long ago , in old japan , the kingdom of the sea was governed by a wonderful king . he was called rin jin , or the dragon king of the sea . his power was immense , for he was the ruler of all sea creatures both great and small , and in his keeping were the jewels of the ebb and flow of the tide . the jewel of the ebbing tide when thrown into the ocean caused the sea to recede from the land , and the jewel of the flowing tide made the waves to rise mountains high and to flow in upon the sh",rin jin .,rin jin .,rin jin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.9546030163764954,0.9546030163764954,0.6448742,0.6448742
615,how long did it take ian to meet the woman's sister ?,explicit,"' all hail , fisher 's son ! ' said she . ' i know what you are seeking ; enter in and rest and eat , and to - morrow i will give you what help i can , and send you on your way . ' gladly did ian the fisher 's son accept her offer , and all that day he rested , and the woman gave him ointment to put on his feet , which healed his sores . at daybreak he got up , ready to be gone , and the woman bade him farewell , saying : ' i have a sister who dwells on the road which you must travel . it is a l",a year and a day .,a year and a day .,a year and a day,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8187307530779819,"[1.0, 1.0, 1.0, 1.0]",0.8187307530779819,0.8333333333333334,5,6,0.8187307530779819,"[1.0, 1.0, 1.0, 1.0]",0.8187307530779819,0.8333333333333334,5,6,0.9523546695709229,0.9523546695709229,0.96202254,0.96202254
616,what did the widowed mistress hear while she went for a walk ?,explicit,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands an",the whirr of a spinning - wheel and the sound of a voice lilting a song .,the whir of a spinning - wheel .,the whirr of a spinning - wheel and the sound of a voice lilting a song,1.0,1.0,1.0,1.0,0.47619047619047616,0.3157894736842105,0.47619047619047616,0.47619047619047616,0.9394130628134758,"[1.0, 1.0, 1.0, 1.0]",0.9394130628134758,0.9411764705882353,16,17,0.2928298013714697,"[0.4117647058823529, 0.3125, 0.26666666666666666, 0.21428571428571427]",1.0,2.0,16,8,0.9804174900054932,0.9195378422737122,0.92917126,-0.13032286
617,how did the merchant feel when he came to the tavern ?,implicit,"now when the merchant had sailed on for a while , a terrible storm broke loose , a thunderstorm without an equal , and he drifted and drifted , and did not know where or whither . at last he came to a land where he had never yet been , and went up into the city . in the tavern which he entered the table was set , and at every place lay a switch , one for each guest . this seemed strange to the merchant , for he could not understand what was to be done with all the switches . yet he sat down and ",confused .,confused .,he was scared of the switch .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18575057999133598,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,3.5,7,2,0.18575057999133598,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,3.5,7,2,0.8998181819915771,0.8998181819915771,-0.72716063,-0.72716063
618,how did the cottager's wife feel when he returned ?,implicit,""" for heaven 's sake , are you back again ? "" asked his wife . "" yes , there was no one there who paid any attention to me , or even so much as looked at me , "" said the man , "" and when people show me so little consideration , it seems as though i have nothing to look for there . "" "" but where are you ? i can hear you , but i can not see you ! "" cried his wife .",shocked .,upset .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,3.0,6,2,0.8835439682006836,0.8819196224212646,-1.3762248,-1.4289814
619,what did the cruel fairy do at the bottom of the quarry ?,explicit,"now in this fir wood there was an old quarry hole , in the bottom of which was a bonnie spring well , the water of which was always sweet and pure . the young widow was walking near this quarry hole , when , to her astonishment , she heard the whirr of a spinning - wheel and the sound of a voice lilting a song . at first she could not think where the sound came from ; then , remembering the quarry , she laid down her child at a tree root , and crept noiselessly through the bushes on her hands an",spun away .,spinning away as fast as she could at a tiny spinning - wheel .,The cruel fairy spun away as fast as she could at a tiny spinning - wheel .,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.23529411764705882,0.8148148148148148,0.8,0.8148148148148148,0.8148148148148148,0.10216198665886358,"[0.2222222222222222, 0.11764705882352941, 0.0625, 0.06666666666666667]",1.0,5.666666666666667,17,3,0.7562722459724603,"[0.7777777777777778, 0.7647058823529411, 0.75, 0.7333333333333333]",1.0,1.2142857142857142,17,14,0.8456971645355225,0.9433416724205017,-1.1827029,-0.11898651
620,what grew with time ?,explicit,"between the sea realm and the earth there was no difference in the night of time , and the happy hunter found that three years went fleeting quickly by in this delightful land . the years pass swiftly when any one is truly happy . but though the wonders of that enchanted land seemed to be new every day , and though the sea king 's kindness seemed rather to increase than to grow less with time , the happy hunter grew more and more homesick as the days passed , and he could not repress a great anx",the sea king 's kindness .,sea king 's kindess .,The happy hunter grew more and more homesick as the days passed .,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.10571070857151538,"[0.21428571428571427, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,2.1666666666666665,13,6,0.09552040806823771,"[0.14285714285714285, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091]",1.0,2.6,13,5,0.8466160297393799,0.8467628359794617,-1.3262973,-1.4042698
621,what did the princess put in a nut-shell ?,explicit,"besides these , i want a cloak made of a thousand different kinds of skin ; every animal in your kingdom must give a bit of his skin to it . ' but she thought to herself , ' this will be quite impossible , and i shall not have to marry someone i do not care for . ' the king , however , was not to be turned from his purpose , and he commanded the most skilled maidens in his kingdom to weave the three dresses , one as golden as the sun , and one as silver as the moon , and one as shining as the st","the sun , moon , and star dresses .","she put the sun , moon , and star dresses .","the sun , moon , and star dresses",1.0,1.0,1.0,1.0,0.8571428571428571,0.8333333333333333,0.8571428571428571,0.8571428571428571,0.8824969025845955,"[1.0, 1.0, 1.0, 1.0]",0.8824969025845955,0.8888888888888888,8,9,0.6872892787909722,"[1.0, 1.0, 1.0, 1.0]",0.6872892787909722,0.7272727272727273,8,11,0.9836304783821106,0.9462188482284546,0.85536903,-0.54847556
622,how did the little grey man feel when dullhead saw him ?,explicit,"dullhead asked him what he was taking so much to heart , and the man answered : ' i do n't know how i am ever to quench this terrible thirst i am suffering from . cold water does n't suit me at all . to be sure i 've emptied a whole barrel of wine , but what is one drop on a hot stone ? ' ' i think i can help you , ' said dullhead . ' come with me , and you shall drink to your heart 's content . ' so he took him to the king 's cellar , and the man sat down before the huge casks and drank and dra",thirsty .,sad .,he was thirsty .,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.47287080450158786,"[0.6, 0.5, 0.3333333333333333, 0.5]",1.0,2.0,4,2,0.35930411196308426,"[0.4, 0.25, 0.3333333333333333, 0.5]",1.0,2.0,4,2,0.8943871855735779,0.8964994549751282,0.028908733,-1.391922
623,why didn't matte want to set the net on saturday night ?,explicit,"' what are you thinking of ? ' asked matte . ' nothing , ' said his wife ; but all the time she was pondering over some magic rhymes she had heard in her childhood from an old lame man , which were supposed to bring luck in fishing . ' what if i were to try ? ' thought she . now this was saturday , and on saturday evenings matte never set the herring - net , for he did not fish on sunday . towards evening , however , his wife said : ' let us set the herring - net just this once . '",he did not fish on sunday .,he did not fish on sunday .,matte did not fish on sunday .,0.8333333333333334,0.8000000000000002,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8000000000000002,0.8333333333333334,0.8333333333333334,0.8408964152537145,"[0.875, 0.8571428571428571, 0.8333333333333334, 0.8]",1.0,1.0,7,7,0.8408964152537145,"[0.875, 0.8571428571428571, 0.8333333333333334, 0.8]",1.0,1.0,7,7,0.9975653886795044,0.9975653886795044,0.35853752,0.35853752
624,how will harold feel after he sees that the love-potion is not working ?,explicit,"they opened the casement , and with a hoarse croak the creature let the packet drop on to the floor ; then it flapped its great wings and rose slowly into the air again its head turned in the direction of hoy . with fingers that trembled with excitement they broke the seals and undid the packet . it contained a piece of the most beautiful material that anyone could possibly imagine , woven in all the colours of the rainbow , and sparkling with gold and jewels . "" twill make a bonnie waistcoat , ",angry and disappointed .,angry and disappointed .,he will feel disappointed,0.28571428571428575,0.0,0.28571428571428575,0.28571428571428575,0.28571428571428575,0.0,0.28571428571428575,0.28571428571428575,0.35930411196308426,"[0.4, 0.25, 0.3333333333333333, 0.5]",1.0,1.0,4,4,0.35930411196308426,"[0.4, 0.25, 0.3333333333333333, 0.5]",1.0,1.0,4,4,0.8847361207008362,0.8847361207008362,-0.19004479,-0.19004479
625,what was john nicholas doing when andrew saw him ?,explicit,"but his brother complained of being weary , and at length they decided to remain there for the night . when andrew awoke he found himself alone ; and he saw neither brother nor boat , until he came to the highest point of the island . then he discovered him far out , darting for land like a sea - gull . andrew did not understand the whole affair . there were still provisions there , as well as a dish of curd , his gun and various other things . so andrew wasted but little time in thought . "" he ",darting for land like a sea - gull .,darting for land .,john nicholas had capsized the boat and declared that lucky andrew had been drowned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07432998184513635,"[0.06666666666666667, 0.07142857142857142, 0.07692307692307693, 0.08333333333333333]",1.0,1.5555555555555556,14,9,0.07432998184513635,"[0.06666666666666667, 0.07142857142857142, 0.07692307692307693, 0.08333333333333333]",1.0,3.5,14,4,0.8004263043403625,0.80766361951828,-1.3414963,-1.622183
